"DOEID","REGIONC","DIVISION","METROMICRO","UATYP10","TYPEHUQ","ZTYPEHUQ","CELLAR","ZCELLAR","BASEFIN","ZBASEFIN","ATTIC","ZATTIC","ATTICFIN","ZATTICFIN","STORIES","ZSTORIES","PRKGPLC1","ZPRKGPLC1","SIZEOFGARAGE","ZSIZEOFGARAGE","KOWNRENT","ZKOWNRENT","YEARMADERANGE","ZYEARMADERANGE","OCCUPYYRANGE","ZOCCUPYYRANGE","STUDIO","ZSTUDIO","BEDROOMS","ZBEDROOMS","NCOMBATH","ZNCOMBATH","NHAFBATH","ZNHAFBATH","OTHROOMS","ZOTHROOMS","TOTROOMS","ZTOTROOMS","WALLTYPE","ZWALLTYPE","ROOFTYPE","ZROOFTYPE","HIGHCEIL","ZHIGHCEIL","DOOR1SUM","ZDOOR1SUM","WINDOWS","ZWINDOWS","TYPEGLASS","ZTYPEGLASS","WINFRAME","ZWINFRAME","ADQINSUL","ZADQINSUL","DRAFTY","ZDRAFTY","UGASHERE","ZUGASHERE","SWIMPOOL","ZSWIMPOOL","MONPOOL","ZMONPOOL","POOL","ZPOOL","FUELPOOL","ZFUELPOOL","RECBATH","ZRECBATH","MONTUB","ZMONTUB","FUELTUB","ZFUELTUB","OUTLET","ZOUTLET","ALTFUELPEV","ZALTFUELPEV","BACKUP","ZBACKUP","SOLAR","NUMFRIG","ZNUMFRIG","SIZRFRI1","ZSIZRFRI1","TYPERFR1","ZTYPERFR1","AGERFRI1","ZAGERFRI1","ICE","ZICE","SIZRFRI2","ZSIZRFRI2","TYPERFR2","ZTYPERFR2","AGERFRI2","ZAGERFRI2","LOCRFRI2","ZLOCRFRI2","NUMFREEZ","ZNUMFREEZ","UPRTFRZR","ZUPRTFRZR","SIZFREEZ","ZSIZFREEZ","AGEFRZR","ZAGEFRZR","STOVEN","ZSTOVEN","STOVENFUEL","ZSTOVENFUEL","DUALCOOKTFUEL","ZDUALCOOKTFUEL","DUALOVENFUEL","ZDUALOVENFUEL","COOKTUSE","ZCOOKTUSE","OVENUSE","ZOVENUSE","STOVE","ZSTOVE","STOVEFUEL","ZSTOVEFUEL","SEPCOOKTUSE","ZSEPCOOKTUSE","OVEN","ZOVEN","OVENFUEL","ZOVENFUEL","SEPOVENUSE","ZSEPOVENUSE","MICRO","ZMICRO","AMTMICRO","ZAMTMICRO","OUTGRILL","ZOUTGRILL","OUTGRILLFUEL","ZOUTGRILLFUEL","NUMMEAL","ZNUMMEAL","TOAST","ZTOAST","TOASTOVN","ZTOASTOVN","COFFEE","ZCOFFEE","CROCKPOT","ZCROCKPOT","FOODPROC","ZFOODPROC","RICECOOK","ZRICECOOK","BLENDER","ZBLENDER","APPOTHER","ZAPPOTHER","DISHWASH","ZDISHWASH","DWASHUSE","ZDWASHUSE","DWCYCLE","ZDWCYCLE","AGEDW","ZAGEDW","CWASHER","ZCWASHER","TOPFRONT","ZTOPFRONT","WASHLOAD","ZWASHLOAD","WASHTEMP","ZWASHTEMP","RNSETEMP","ZRNSETEMP","AGECWASH","ZAGECWASH","DRYER","ZDRYER","DRYRFUEL","ZDRYRFUEL","DRYRUSE","ZDRYRUSE","AGECDRYER","ZAGECDRYER","TVCOLOR","ZTVCOLOR","TVSIZE1","ZTVSIZE1","TVTYPE1","ZTVTYPE1","TVONWD1","ZTVONWD1","TVONWE1","ZTVONWE1","TVSIZE2","ZTVSIZE2","TVTYPE2","ZTVTYPE2","TVONWD2","ZTVONWD2","TVONWE2","ZTVONWE2","CABLESAT","ZCABLESAT","COMBODVR","ZCOMBODVR","SEPDVR","ZSEPDVR","PLAYSTA","ZPLAYSTA","DVD","ZDVD","VCR","ZVCR","INTSTREAM","ZINTSTREAM","TVAUDIOSYS","ZTVAUDIOSYS","DESKTOP","ZDESKTOP","NUMLAPTOP","ZNUMLAPTOP","NUMTABLET","ZNUMTABLET","ELPERIPH","ZELPERIPH","NUMSMPHONE","ZNUMSMPHONE","CELLPHONE","ZCELLPHONE","INTERNET","ZINTERNET","INWIRELESS","ZINWIRELESS","HEATHOME","ZHEATHOME","DNTHEAT","ZDNTHEAT","EQUIPM","ZEQUIPM","FUELHEAT","ZFUELHEAT","EQUIPAGE","ZEQUIPAGE","THERMAIN","ZTHERMAIN","PROTHERM","ZPROTHERM","EQUIPMUSE","ZEQUIPMUSE","TEMPHOME","ZTEMPHOME","TEMPGONE","ZTEMPGONE","TEMPNITE","ZTEMPNITE","EQUIPAUX","ZEQUIPAUX","EQUIPAUXTYPE","ZEQUIPAUXTYPE","FUELAUX","ZFUELAUX","BASEHEAT","ZBASEHEAT","ATTCHEAT","ZATTCHEAT","GARGHEAT","ZGARGHEAT","MOISTURE","ZMOISTURE","USEMOISTURE","ZUSEMOISTURE","AIRCOND","ZAIRCOND","COOLTYPE","ZCOOLTYPE","CENACHP","ZCENACHP","AGECENAC","ZAGECENAC","THERMAINAC","ZTHERMAINAC","PROTHERMAC","ZPROTHERMAC","USECENAC","ZUSECENAC","NUMBERAC","ZNUMBERAC","WWACAGE","ZWWACAGE","USEWWAC","ZUSEWWAC","TEMPHOMEAC","ZTEMPHOMEAC","TEMPGONEAC","ZTEMPGONEAC","TEMPNITEAC","ZTEMPNITEAC","BASECOOL","ZBASECOOL","ATTCCOOL","ZATTCCOOL","GARGCOOL","ZGARGCOOL","SWAMPCOL","ZSWAMPCOL","NUMCFAN","ZNUMCFAN","NUMFLOORFAN","ZNUMFLOORFAN","NUMWHOLEFAN","ZNUMWHOLEFAN","NUMATTICFAN","ZNUMATTICFAN","NOTMOIST","ZNOTMOIST","USENOTMOIST","ZUSENOTMOIST","FUELH2O","ZFUELH2O","H2OHEATAPT","ZH2OHEATAPT","WHEATAGE","ZWHEATAGE","WHEATSIZ","ZWHEATSIZ","MORETHAN1H2O","ZMORETHAN1H2O","FUELH2O2","ZFUELH2O2","LGTINNUM","ZLGTINNUM","LGTIN4","ZLGTIN4","LGTINCAN","ZLGTINCAN","LGTINCFL","ZLGTINCFL","LGTINLED","ZLGTINLED","LGTINCNTL","ZLGTINCNTL","LGTOUTNUM","ZLGTOUTNUM","LGTOUTCNTL","ZLGTOUTCNTL","AUDIT","AUDITCHG","EELIGHTS","FREEAUDIT","REBATEAPP","RECYCAPP","TAXCREDITAPP","BENOTHER","ESCWASH","ESDISHW","ESDRYER","ESFREEZE","ESFRIG","ESLIGHT","ESWATER","ESWIN","SMARTTHERM","ELPAY","ZELPAY","NGPAY","ZNGPAY","LPGPAY","ZLPGPAY","FOPAY","ZFOPAY","SMARTMETER","INTDATA","INTDATAACC","HHSEX","ZHHSEX","HHAGE","ZHHAGE","EMPLOYHH","ZEMPLOYHH","SDESCENT","ZSDESCENT","HOUSEHOLDER_RACE","ZHOUSEHOLDER_RACE","EDUCATION","ZEDUCATION","NHSLDMEM","ZNHSLDMEM","NUMADULT","ZNUMADULT","NUMCHILD","ZNUMCHILD","ATHOME","ZATHOME","MONEYPY","ZMONEYPY","ENERGYASST","ZENERGYASST","ENERGYASST11","ZENERGYASST11","ENERGYASST12","ZENERGYASST12","ENERGYASST13","ZENERGYASST13","ENERGYASST14","ZENERGYASST14","ENERGYASST15","ZENERGYASST15","ENERGYASSTOTH","ZENERGYASSTOTH","SCALEB","ZSCALEB","SCALEG","ZSCALEG","SCALEE","ZSCALEE","PAYHELP","ZPAYHELP","NOHEATBROKE","ZNOHEATBROKE","NOHEATEL","ZNOHEATEL","NOHEATNG","ZNOHEATNG","NOHEATBULK","ZNOHEATBULK","NOHEATDAYS","ZNOHEATDAYS","NOHEATHELP","ZNOHEATHELP","COLDMA","ZCOLDMA","NOACBROKE","ZNOACBROKE","NOACEL","ZNOACEL","NOACDAYS","ZNOACDAYS","NOACHELP","ZNOACHELP","HOTMA","ZHOTMA","USEEL","ELWARM","ELCOOL","ELWATER","ELFOOD","ELOTHER","USENG","UGWARM","UGWATER","UGCOOK","UGOTH","USELP","LPWARM","LPWATER","LPCOOK","LPOTHER","USEFO","FOWARM","FOWATER","FOOTHER","USEWOOD","WOODLOGS","ZWOODLOGS","WDPELLET","ZWDPELLET","WDOTHER","WDWARM","WDWATER","USESOLAR","SOLWATER","SOLOTHER","TOTCSQFT","TOTHSQFT","TOTSQFT_EN","ZTOTSQFT_EN","TOTUCSQFT","TOTUSQFT","NWEIGHT","BRRWT1","BRRWT2","BRRWT3","BRRWT4","BRRWT5","BRRWT6","BRRWT7","BRRWT8","BRRWT9","BRRWT10","BRRWT11","BRRWT12","BRRWT13","BRRWT14","BRRWT15","BRRWT16","BRRWT17","BRRWT18","BRRWT19","BRRWT20","BRRWT21","BRRWT22","BRRWT23","BRRWT24","BRRWT25","BRRWT26","BRRWT27","BRRWT28","BRRWT29","BRRWT30","BRRWT31","BRRWT32","BRRWT33","BRRWT34","BRRWT35","BRRWT36","BRRWT37","BRRWT38","BRRWT39","BRRWT40","BRRWT41","BRRWT42","BRRWT43","BRRWT44","BRRWT45","BRRWT46","BRRWT47","BRRWT48","BRRWT49","BRRWT50","BRRWT51","BRRWT52","BRRWT53","BRRWT54","BRRWT55","BRRWT56","BRRWT57","BRRWT58","BRRWT59","BRRWT60","BRRWT61","BRRWT62","BRRWT63","BRRWT64","BRRWT65","BRRWT66","BRRWT67","BRRWT68","BRRWT69","BRRWT70","BRRWT71","BRRWT72","BRRWT73","BRRWT74","BRRWT75","BRRWT76","BRRWT77","BRRWT78","BRRWT79","BRRWT80","BRRWT81","BRRWT82","BRRWT83","BRRWT84","BRRWT85","BRRWT86","BRRWT87","BRRWT88","BRRWT89","BRRWT90","BRRWT91","BRRWT92","BRRWT93","BRRWT94","BRRWT95","BRRWT96","CDD30YR","CDD65","CDD80","CLIMATE_REGION_PUB","IECC_CLIMATE_PUB","HDD30YR","HDD65","HDD50","GNDHDD65","WSF","OA_LAT","GWT","DBT1","DBT99","KWH","KWHSPH","KWHCOL","KWHWTH","KWHRFG","KWHRFG1","KWHRFG2","KWHFRZ","KWHCOK","KWHMICRO","KWHCW","KWHCDR","KWHDWH","KWHLGT","KWHTVREL","KWHTV1","KWHTV2","KWHAHUHEAT","KWHAHUCOL","KWHEVAPCOL","KWHCFAN","KWHDHUM","KWHHUM","KWHPLPMP","KWHHTBPMP","KWHHTBHEAT","KWHNEC","BTUEL","BTUELSPH","BTUELCOL","BTUELWTH","BTUELRFG","BTUELRFG1","BTUELRFG2","BTUELFRZ","BTUELCOK","BTUELMICRO","BTUELCW","BTUELCDR","BTUELDWH","BTUELLGT","BTUELTVREL","BTUELTV1","BTUELTV2","BTUELAHUHEAT","BTUELAHUCOL","BTUELEVAPCOL","BTUELCFAN","BTUELDHUM","BTUELHUM","BTUELPLPMP","BTUELHTBPMP","BTUELHTBHEAT","BTUELNEC","DOLLAREL","DOLELSPH","DOLELCOL","DOLELWTH","DOLELRFG","DOLELRFG1","DOLELRFG2","DOLELFRZ","DOLELCOK","DOLELMICRO","DOLELCW","DOLELCDR","DOLELDWH","DOLELLGT","DOLELTVREL","DOLELTV1","DOLELTV2","DOLELAHUHEAT","DOLELAHUCOL","DOLELEVAPCOL","DOLELCFAN","DOLELDHUM","DOLELHUM","DOLELPLPMP","DOLELHTBPMP","DOLELHTBHEAT","DOLELNEC","CUFEETNG","CUFEETNGSPH","CUFEETNGWTH","CUFEETNGCOK","CUFEETNGCDR","CUFEETNGPLHEAT","CUFEETNGHTBHEAT","CUFEETNGNEC","BTUNG","BTUNGSPH","BTUNGWTH","BTUNGCOK","BTUNGCDR","BTUNGPLHEAT","BTUNGHTBHEAT","BTUNGNEC","DOLLARNG","DOLNGSPH","DOLNGWTH","DOLNGCOK","DOLNGCDR","DOLNGPLHEAT","DOLNGHTBHEAT","DOLNGNEC","GALLONLP","GALLONLPSPH","GALLONLPWTH","GALLONLPCOK","GALLONLPCDR","GALLONLPNEC","BTULP","BTULPSPH","BTULPWTH","BTULPCOK","BTULPCDR","BTULPNEC","DOLLARLP","DOLLPSPH","DOLLPWTH","DOLLPCOK","DOLLPCDR","DOLLPNEC","GALLONFO","GALLONFOSPH","GALLONFOWTH","GALLONFONEC","BTUFO","BTUFOSPH","BTUFOWTH","BTUFONEC","DOLLARFO","DOLFOSPH","DOLFOWTH","DOLFONEC","TOTALBTU","TOTALDOL","TOTALBTUSPH","TOTALDOLSPH","TOTALBTUWTH","TOTALDOLWTH","TOTALBTUCOK","TOTALDOLCOK","TOTALBTUCDR","TOTALDOLCDR","TOTALBTUPL","TOTALDOLPL","TOTALBTUHTB","TOTALDOLHTB","TOTALBTUNEC","TOTALDOLNEC","WOODAMT","ZWOODAMT","WOODBTU","PELLETAMT","ZPELLETAMT","PELLETBTU","ELXBTU","PERIODEL","ZELAMOUNT","NGXBTU","PERIODNG","ZNGAMOUNT","FOXBTU","PERIODFO","ZFOAMOUNT","LPXBTU","PERIODLP","ZLPAMOUNT"
11589,2,4,"METRO","U",2,0,1,0,1,0,1,0,0,0,20,0,1,0,3,0,1,0,6,0,8,0,-2,-2,4,0,2,0,2,0,3,0,7,0,2,0,5,0,0,0,1,0,50,0,2,0,1,0,2,0,3,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,0,0,0,0,0,2,0,4,0,23,0,2,0,1,0,3,0,1,0,41,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,-2,-2,-2,-2,7,0,5,0,0,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,5,0,0,0,-2,-2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,4,0,2,0,1,0,1,0,6,0,2,0,3,0,41,0,1,0,5,0,6,0,41,0,2,0,3,0,2,0,2,0,3,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0,0,1,0,1,0,1,0,-2,-2,3,0,1,0,42,0,1,0,1,0,3,0,74,0,65,0,70,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,-2,-2,1,0,1,0,0,0,42,0,1,0,1,0,3,0,-2,-2,-2,-2,-2,-2,78,0,85,0,76,0,0,0,0,0,0,0,-2,-2,6,0,0,0,0,0,0,0,0,0,-2,-2,1,0,-2,-2,42,0,3,0,0,0,-2,-2,5,0,10,0,0,0,4,0,3,0,0,0,1,0,1,0,0,-2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,-2,-2,-2,-2,0,-2,-2,1,0,36,0,1,0,0,0,1,0,5,0,2,0,2,0,0,0,0,0,7,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,2407,2407,3329,1,1572,1572,18581.81698,12566.9567,28332.99444,27195.3275,24183.594,9389.291524,11734.6443,9162.776095,36581.63177,9490.793289,8500.714915,32275.8941,9244.791253,12296.67852,28869.92811,26749.53509,23864.2619,9534.154354,11860.66194,9156.464411,37855.01711,9496.127425,8591.936582,31857.38292,9514.323029,22501.97705,9281.897971,9476.123623,11354.78949,28770.17345,23814.7854,28115.29796,7382.875901,27915.27262,31405.20331,8507.940824,28993.92618,22406.61697,9399.344253,9392.72665,11076.34697,28280.2256,23455.94803,28955.76293,7537.245675,28170.38378,31409.91655,8198.953169,28797.01138,12191.84345,28753.77581,27206.76358,24305.59699,9161.722847,11854.60403,9002.168128,37846.38866,9421.419579,8359.144224,32076.18897,9415.976914,12356.54469,28660.98155,26594.1169,23989.78876,9200.699768,11779.43672,9060.323588,37705.48389,9337.054768,8517.052848,32714.4701,9305.681759,22369.31567,9309.461189,9526.14478,11387.87721,28691.21017,23796.95941,29188.29551,7530.824606,28051.6484,31965.14029,8249.666568,29516.16663,22623.75438,9190.27786,9385.378483,11221.6898,28685.26733,23223.17023,29490.55345,7570.338826,27926.91258,31430.01334,8370.51081,29063.41819,1345,1326,62,"Mixed-Humid","4A",5091,4848,1986,3656.87,0.57,6.9,55.39,91.5,9.5,23107.647,6162.997,3485.154,0,862.516,591.151,271.365,380.149,0,50.505,102.008,1037.623,157.918,742.865,417.31,141.262,15.098,368.683,188.992,0,873.795,0,0,0,0,0,8277.133,78843.292,21028.147,11891.347,0,2942.904,2017.008,925.896,1297.069,0,172.322,348.05,3540.37,538.815,2534.657,1423.86,481.986,51.514,1257.945,644.839,0,2981.39,0,0,0,0,0,28241.577,2793.91,745.16,421.38,0,104.29,71.48,32.81,45.96,0,6.11,12.33,125.46,19.09,89.82,50.46,17.08,1.83,44.58,22.85,0,105.65,0,0,0,0,0,1000.77,935.973,717.265,181.157,37.55,0,0,0,0,91788.318,70340.271,17765.576,3682.472,0,0,0,0,845.85,648.2,163.71,33.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170631.61,3639.76,91368.418,1393.36,17765.576,163.71,3682.472,33.93,3540.37,125.46,0,0,0,0,28241.577,1000.77,-2,-2,0,-2,-2,0,3.412,1,0,98.07,1,0,137.45,-2,-2,91.33,-2,-2
15382,3,5,"METRO","U",5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,5,0,7,0,0,0,1,0,2,0,0,0,1,0,2,0,4,0,-2,-2,1,0,1,0,10,0,2,0,2,0,2,0,4,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,1,0,3,0,1,0,2,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,5,0,14,0,0,0,-2,-2,-2,-2,1,0,10,0,0,0,-2,-2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,3,0,41,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,1,0,2,0,1,1,2,0,2,0,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-2,-2,4,0,5,0,1,1,1,0,1,1,4,0,74,0,70,0,70,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,-2,-2,1,0,1,0,1,0,5,0,1,0,1,1,2,0,-2,-2,-2,-2,-2,-2,74,0,83,0,74,0,-2,-2,-2,-2,-2,-2,0,0,2,0,0,0,-2,-2,-2,-2,0,0,-2,-2,5,0,1,0,3,0,2,0,0,0,-2,-2,2,0,2,0,4,0,2,0,4,0,0,0,-2,-2,-2,-2,0,-2,0,0,0,0,0,0,-2,0,-2,-2,0,0,0,0,-9,1,0,-2,-2,-2,-2,-2,-2,-9,-9,-9,1,0,79,0,0,0,0,0,1,0,5,0,1,0,1,1,0,1,3,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,687,687,687,1,0,0,28138.64221,44602.37354,40217.67893,12335.30376,40155.40499,19366.54521,12318.74933,14173.03829,38794.91245,40828.94814,46034.26951,14304.38842,51762.35043,50197.0646,51499.35747,15229.21842,52801.31775,10751.72334,13066.59906,13615.69276,38106.77817,40297.68766,39670.57272,16691.46441,37175.47242,49769.57161,53441.87569,14733.89768,50635.83183,10842.72178,12499.47065,14207.16803,38052.05497,40639.7837,40122.18865,16062.9954,37757.36894,44196.13458,40449.77583,12394.54716,40325.32893,21116.5401,12559.27883,14270.11712,38970.8186,41828.44758,45934.08763,14045.55564,51634.52551,11557.17574,10941.32485,41356.71955,11690.10945,56678.38414,45940.09197,43567.38528,16287.51611,14384.18308,14484.28589,37809.04784,15586.83574,12804.05966,14835.31664,51207.19929,14668.47947,30978.47898,49036.3728,42021.63208,15196.32975,13869.48571,13165.94323,41073.97623,11435.1358,12624.5774,14965.14282,51359.80198,14724.74648,31574.32031,51226.23389,42824.00507,15247.05282,14310.13312,13225.5486,41526.52386,11020.10088,11543.14521,11475.60645,41457.05663,11635.70913,55386.69279,47076.73659,42433.82333,15797.41699,14295.01727,15037.39368,37382.86476,15351.00433,2574,5609,704,"Hot-Humid","1A-2A",1256,510,80,122.64,0.41,25.154,73.82,90.4,36.5,4380.161,153.76,1496.983,1018.624,261.064,261.064,0,0,139.127,95.836,0,0,93.25,210.501,179.394,52.357,0,2.464,68.421,0,0,0,0,0,0,0,660.739,14945.11,524.629,5107.705,3475.544,890.752,890.752,0,0,474.701,326.992,0,0,318.168,718.231,612.091,178.642,0,8.407,233.451,0,0,0,0,0,0,0,2254.44,486.88,17.09,166.4,113.23,29.02,29.02,0,0,15.46,10.65,0,0,10.37,23.4,19.94,5.82,0,0.27,7.61,0,0,0,0,0,0,0,73.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14945.11,486.88,524.629,17.09,3475.544,113.23,474.701,15.46,0,0,0,0,0,0,2254.44,73.44,-2,-2,0,-2,-2,0,3.412,1,0,NA,-2,-2,137.45,-2,-2,91.33,-2,-2
14504,2,3,"METRO","R",2,0,1,0,1,0,0,0,-2,-2,10,0,1,0,2,0,1,0,7,0,7,0,-2,-2,3,0,2,0,0,0,6,0,9,0,3,0,5,0,0,0,1,0,41,0,2,0,1,0,2,0,4,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,2,0,3,0,21,0,41,0,1,0,1,0,-2,-2,3,0,1,0,2,0,1,0,2,0,1,0,1,0,5,0,-2,-2,-2,-2,7,1,2,1,0,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,10,0,1,0,23,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,2,1,41,0,1,0,1,0,5,0,3,0,3,0,5,0,1,0,5,0,5,0,41,0,2,0,3,0,3,0,2,0,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,-2,-2,3,0,1,0,41,0,1,0,1,0,3,0,68,0,68,0,61,0,1,0,2,1,7,1,1,0,-2,-2,1,0,1,0,0,0,1,0,1,0,0,0,41,0,1,0,1,0,3,0,-2,-2,-2,-2,-2,-2,72,0,72,0,69,0,1,0,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,1,0,-2,-2,2,0,3,0,0,0,-2,-2,3,0,10,0,4,0,2,0,0,0,1,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-2,-2,-2,-2,-9,-9,-9,2,0,37,0,1,0,0,0,1,0,3,0,4,0,2,0,2,0,1,0,6,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3523,3923,3923,1,400,0,19223.06574,24776.87713,9539.744809,29377.29367,27761.43119,9247.800539,31064.90761,10814.201,9794.870638,8571.841192,27844.03524,30070.90528,30502.62884,28211.2882,8420.216801,30577.11876,31864.16863,9632.569353,34021.23198,9945.17988,9329.178453,9022.299408,26680.98254,30424.01147,30150.32993,9951.402826,33696.03573,8991.156554,8725.518548,28128.47107,8154.665773,27708.50269,29300.45912,29719.85325,10322.08263,8944.184149,9353.712347,11013.37361,29014.30343,9432.090782,10100.71038,29404.86147,9012.408401,26086.72112,28205.7702,32922.22801,9955.29793,9226.828192,9396.433379,25099.8249,9437.162269,29589.05589,27844.77246,9365.346306,31245.16327,10826.15527,9816.537628,8599.410318,28159.91725,30476.28777,30570.9252,28444.14614,8427.788174,30833.11003,31854.35337,9660.139604,33929.59932,9938.943752,9258.996749,9055.586052,27012.55586,30510.05672,30480.42915,9855.806625,33628.71579,9003.806012,8738.962544,28317.25366,8251.879245,27732.40007,29220.78836,30079.51189,10310.7245,9082.885751,9275.296361,10977.58105,29381.39387,9397.75242,10014.62979,29078.39341,9020.200762,25932.02231,28472.08332,32445.89348,9866.933526,9238.444179,9343.771055,563,690,70,"Cold/Very Cold","6A-6B",7356,6485,3300,7225.62,0.61,2.022,45.2,86.6,-1.6,10188.753,0,1019.336,0,1206.438,1070.193,136.244,859.8,223.416,108.831,99.965,1015.686,107.319,1745.323,165.374,86.198,16.057,937.504,59.775,0,0,0,0,0,0,0,2639.985,34764.024,0,3477.976,0,4116.365,3651.5,464.866,2933.639,762.297,371.332,341.082,3465.521,366.172,5955.041,564.256,294.108,54.786,3198.764,203.952,0,0,0,0,0,0,0,9007.628,1295.53,0,129.61,0,153.4,136.08,17.32,109.33,28.41,13.84,12.71,129.15,13.65,221.92,21.03,10.96,2.04,119.21,7.6,0,0,0,0,0,0,0,335.68,581.751,301.491,280.26,0,0,0,0,0,59108.048,30632.576,28475.473,0,0,0,0,0,481.93,249.76,232.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93872.072,1777.46,30632.576,249.76,28475.473,232.17,762.297,28.41,3465.521,129.15,0,0,0,0,9007.628,335.68,0.8,1,16088.976,0,1,0,3.412,1,0,101.6,1,0,137.45,-2,-2,91.33,-2,-2
